-0.39477-0.81974j,  0.     +0.j     ,  0.     -0.j     ,-0.     -0.06645j, -0.     +0.16043j,  0.     -0.j     ,-0.     +0.j     ,  0.16352+0.33955j
-0.16352-0.33955j,  0.     +0.j     , -0.     -0.j     , 0.     +0.16043j,  0.     +0.06645j, -0.     -0.j     ,-0.     -0.j     , -0.39477-0.81974j
-0.     -0.j     , -0.16352-0.33955j, -0.     -0.16043j,-0.     +0.j     , -0.     +0.j     , -0.     +0.06645j, 0.39477+0.81974j,  0.     +0.j     
 0.     -0.j     ,  0.39477+0.81974j, -0.     -0.06645j,-0.     +0.j     , -0.     -0.j     ,  0.     -0.16043j, 0.16352+0.33955j, -0.     +0.j     
-0.     -0.16043j, -0.     +0.j     ,  0.     +0.j     ,-0.16352+0.33955j,  0.39477-0.81974j, -0.     -0.j     ,-0.     +0.j     ,  0.     +0.06645j
-0.     -0.06645j,  0.     -0.j     , -0.     -0.j     , 0.39477-0.81974j,  0.16352-0.33955j,  0.     -0.j     , 0.     -0.j     ,  0.     -0.16043j
-0.     -0.j     ,  0.     -0.06645j, -0.39477+0.81974j, 0.     -0.j     ,  0.     +0.j     ,  0.16352-0.33955j,-0.     +0.16043j,  0.     +0.j     
 0.     -0.j     , -0.     +0.16043j, -0.16352+0.33955j, 0.     -0.j     ,  0.     -0.j     , -0.39477+0.81974j,-0.     +0.06645j,  0.     -0.j     
